CNTRY_YEAR,Countries,Year,1  Size of Government,1A Government Consumption,1B  Transfers and subsidies,1C  Government investment,1D  Top marginal tax rate,1Di Top marginal income tax rate,1Dii Top marginal income and payroll tax rate,2  Legal System & Property Rights,2A  Judicial independence,2B  Impartial courts,2C  Protection of property rights,2D  Military interference in rule of law and politics,2E Integrity of the legal system,2F Legal enforcement of contracts,2G Regulatory restrictions on the sale of real property,2H Reliability of police,3  Sound Money,3A  Money growth,3B  Standard deviation of inflation,3C  Inflation: Most recent year,3D  Freedom to own foreign currency bank accounts,4  Freedom to trade internationally,4A  Tariffs,4Ai  Revenue from trade taxes (% of trade sector),4Aii  Mean tariff rate,4Aiii  Standard deviation of tariff rates,4B  Regulatory trade barriers,4Bi  Non-tariff trade barriers,4Bii  Compliance costs of importing and exporting,4C  Black market exchange rates,4D  Controls of the movement of capital and people,4Di  Financial Openness,4Dii  Capital controls,4Diii Freedom of foreigners to visit,5  Regulation,5A  Credit market regulations,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5B  Labor market regulations,5Bi  Hiring regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Centralized collective bargaining,5Biv  Hours Regulations,5Bv Mandated cost of worker dismissal,5Bvi  Conscription,5C  Business regulations,5Ci  Administrative requirements,5Cii  Regulatory Burden,5Ciii  Startinga  business,5Civ  Impartial Public Administration,5Cv Licensing restrictions,5Cvi Tax compliance,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
CNTRY_YEAR,Countries,Year,sog,sog_gc,sog_ts,sog_gi,sog_tmtr,sog_tmitr,sog_tmiptr,lspr,lspr_ji,lspr_ic,lspr_ppr,lspr_mi,lspr_ils,lspr_lec,lspr_rr,lspr_rp,sm,sm_mg,sm_sdi,sm_i,sm_f,free,free_t,free_t_r,free_t_m,free_t_sd,free_r,free_r_n,free_r_c,free_b,free_c,free_f,free_f_c,free_f_F,reg,reg_c,reg_c_o,reg_c_p,reg_c_i,reg_l,reg_l_h,reg_l_hf,reg_l_c,reg_l_h,reg_l_m,re_l_cp,reg_b,reg_b_a,reg_b_r,reg_b_s,reg_b_i,reg_b_l,reg_b_t,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
KOR_2010,"Korea, Rep.",2010,7.278763983,5.129411765,8.276021798,9.395886351,6,6,6,6.331610219,6.124042094,6.227968814,5.920541083,6.666666667,7.591116667,6.677708366,8.115681077,6.494962093,9.489653122,9.221078239,9.322640634,9.414893617,10,7.627256782,5.644444444,9.353333333,7.58,0,6.977815342,4.81504,9.140590684,10,7.886767342,5.967994332,7.692307692,10,7.296311311,9.333333333,8,10,10,4.676020246,6.666666667,3.758600907,7.113600056,8,2.517253846,0,7.879580354,2.726015954,9.242424242,9.622519077,8.3525,9.856121304,7.477901545,65.05529,76.321976,70.131836,1782489.88,8117.1
KOR_2011,"Korea, Rep.",2011,7.314088895,5,8.352316076,9.625628399,6,6,6,6.385312043,6.058438768,6.341752379,6.106399112,6.666666667,7.591116667,6.677708366,8.115681077,6.717389333,9.536027512,9.367110055,9.576999991,9.2,10,7.654784519,5.68,9.46,7.58,0,7.108383619,5.076176555,9.140590684,10,7.830754457,6.569186449,6.923076923,10,7.328980827,9.333333333,8,10,10,4.672153215,6.666666667,3.949776888,6.899221888,8,2.517253846,0,7.981455934,3.221828778,9.242424242,9.622519077,8.3525,9.769794086,7.679669421,65.297112,76.831879,70.7957,1777945,10246.5
KOR_2012,"Korea, Rep.",2012,7.10188233,5.058823529,7.168543034,9.689545086,6,6,6,6.272886131,5.936201184,6.251404982,5.912191076,6.666666667,7.591116667,6.552708366,8.153479552,6.255763624,9.68169341,9.625291561,9.541482077,9.56,10,7.690229808,5.64,9.58,7.34,0,7.089767601,5.122787529,9.056747674,10,8.031151631,7.17037797,6.923076923,10,7.428117344,9.333333333,8,10,10,4.709948754,6.666666667,4.09249203,6.983279983,8,2.517253846,0,8.241069944,3.743753432,10,9.670543875,8.3525,9.775766409,7.903855951,65.353065,77.135872,70.957237,1809467,11117.4
KOR_2013,"Korea, Rep.",2013,7.041894512,5.117647059,7.14918081,9.72014469,6,6,6,6.154923871,5.757961535,6.139475526,5.355346058,6.666666667,7.485166667,6.677708366,8.191278027,6.043250057,9.749002492,9.795160734,9.462422435,9.738426797,10,7.619195791,5.615555556,9.506666667,7.34,0,7.086486232,5.116224791,9.056747674,10,7.774741375,7.17037797,6.153846154,10,7.346582027,9.333333333,8,10,10,4.511961171,5.566666667,4.023815518,6.964030993,8,2.517253846,0,8.194451576,3.628516505,10,9.719619119,7.9225,9.992217882,7.903855951,65.500572,77.406151,71.23275,1757735.75,6083
KOR_2014,"Korea, Rep.",2014,6.996710018,4.991176471,7.269873618,10,5.5,6,5,6.300916295,5.939246669,6.44636957,5.973611236,6.666666667,7.485416667,6.8025,8.200727646,6.043250057,9.731326766,9.692874183,9.486914168,9.745518715,10,7.783514011,5.644444444,9.593333333,7.34,0,7.714870226,5.861690784,9.568049669,10,7.774741375,7.17037797,6.153846154,10,7.451646341,9.333333333,8,10,10,4.843879955,5.566666667,3.548161912,7.425441346,10,2.523009805,0,8.177725733,3.539370775,10,9.719619119,7.9225,9.992217882,7.892646624,66.36348,77.528145,72.231895,1811203.88,'-917
KOR_2015,"Korea, Rep.",2015,6.931525931,4.9,7.035129654,10,5.5,6,5,6.49639362,5.926112732,6.517108326,6.447045445,6.666666667,7.397416667,6.878702063,8.219626884,7.166666985,9.780275162,9.53607563,9.726257595,9.858767425,10,7.692861649,5.595555556,9.566666667,7.22,0,7.401149667,5.212356329,9.589943005,10,7.774741375,7.17037797,6.153846154,10,7.399821751,9.316333333,8,9.949,10,4.742597834,5.566666667,3.754166663,6.617499828,10,2.517253846,0,8.140534085,3.317271332,10,9.718568673,7.9225,9.992217882,7.892646624,65.891991,77.475151,72.502853,1928564.13,3075.507149
KOR_2016,"Korea, Rep.",2016,6.91551138,4.770588235,7.084468665,10,5.5,6,5,6.499490786,5.839738959,6.561853596,6.560833453,6.666666667,7.397416667,6.878702063,8.219626884,7.120833397,9.73224557,9.401591769,9.721390509,9.806,10,7.947929127,5.597777778,9.573333333,7.22,0,7.475990014,5.362037023,9.589943005,10,8.717948718,10,6.153846154,10,7.425459757,9.316575511,8,9.949726534,10,4.821980601,5.566666667,4.18750008,6.660463015,10,2.517253846,0,8.137823158,3.52340897,9.777777778,9.718568673,7.9225,9.992036902,7.892646624,65.544815,77.355438,72.534996,1991839.75,7415
KOR_2017,"Korea, Rep.",2017,6.988712213,4.652941176,7.068119891,10,6,7,5,6.594474129,6.143239019,6.591628479,6.707453728,6.666666667,7.554216667,6.878702063,8.219626884,7.291496595,9.674089908,9.399677286,9.685573528,9.611108819,10,7.971924293,5.615555556,9.586666667,7.26,0,7.554192897,5.51844279,9.589943005,10,8.717948718,10,6.153846154,10,7.571125699,9.333333333,8,10,10,4.837598574,5.566666667,4.305000107,6.636670828,10,2.517253846,0,8.54244519,3.65628779,9.777777778,9.718568673,9.37,9.992036902,8.74,65.798889,77.380608,73.04821,2070935.63,12699
KOR_2018,"Korea, Rep.",2018,6.702320491,4.455882353,6.885558583,9.947661516,5,5,5,6.582457803,5.975683499,6.694008942,6.694621245,6.7,7.5508,6.878702063,8.219626884,7.237448692,9.706572687,9.505806635,9.615656111,9.704828,10,7.987586819,5.628888889,9.626666667,7.26,0,7.60350967,5.62583367,9.581185671,10,8.717948718,10,6.153846154,10,7.470073067,9.333333333,8,10,10,4.771070155,5.566666667,4.235000213,6.307500203,10,2.517253846,0,8.305815712,3.757499853,9.777777778,9.590502545,8.6675,9.992036902,8.049577195,64.728958,77.591324,72.433052,2096605.38,13299
KOR_2019,"Korea, Rep.",2019,6.434307753,4.085294118,6.452316076,9.411428571,5,5,5,6.602218411,6.03679461,6.844779665,6.694621245,6.666666667,7.540216667,6.878702063,8.219626884,7.237448692,9.698633628,9.435932511,9.435191229,9.923410774,10,7.990920153,5.642222222,9.646666667,7.28,0,7.60350967,5.62583367,9.581185671,10,8.717948718,10,6.153846154,10,7.389147141,9.333333333,8,10,10,4.771070155,5.566666667,4.235000213,6.307500203,10,2.517253846,0,8.063037934,3.757499853,9.111111111,9.590502545,7.8775,9.992036902,8.049577195,63.626556,77.666336,72.20945,2080972.63,12547.99
KOR_2020,"Korea, Rep.",2020,6.337971619,3.526470588,6.452316076,9.488571429,5,5,5,6.650852541,6.055127944,6.742386442,6.694621245,6.666666667,8.037666667,6.878702063,8.219626884,7.237448692,9.65427438,9.240326628,9.484170892,9.8926,10,7.157586819,5.642222222,9.646666667,7.28,0,7.60350967,5.62583367,9.581185671,10,5.384615385,10,6.153846154,0,7.321491707,9.130367031,8,9.391101094,10,4.771070155,5.566666667,4.235000213,6.307500203,10,2.517253846,0,8.063037934,3.757499853,9.111111111,9.590502545,7.8775,9.992036902,8.049577195,61.423512,76.97361,70.40477,2116806.9,6836.57
LVA_2005,Latvia,2005,7.5381285,5.251214707,7.629427793,10,6.5,9,4,7.011024618,6.478154674,6.211737099,6.463963964,8.333333333,7.356316667,7.389792686,8.322018701,5.532879819,8.678400162,7.414743934,8.650385578,8.648471138,10,8.406489836,8.393422222,9.586666667,9.46,6.1336,7.458178149,6.423357664,8.492998633,10,7.774358974,10,6.923076923,6.4,7.33144781,9.579153465,10,9.737460396,9,5.713935911,3.3,5.260770975,8.298850575,6,8.423993919,3,6.701254054,3.877314815,4.532019704,9.365401053,8.2325,7.787273221,6.41301553,50.311817,83.860184,71.775879,36377.96,705.9408402
LVA_2006,Latvia,2006,7.640209409,5.791176471,7.392370572,10,6.5,9,4,7.018294864,6.55190614,5.915887803,6.685292419,8.333333333,7.365316667,7.389792686,8.322018701,5.582811161,8.708746983,7.562154349,8.583927987,8.688905598,10,8.317810379,8.219555556,9.606666667,8.92,6.132,7.528308179,6.731303744,8.325312614,10,7.523377783,10,6.153846154,6.416287196,7.841736192,9.608499684,10,9.825499052,9,7.047049517,5,4.514689426,8.34361376,6,8.423993919,10,6.869659376,3.664792818,5.260770975,9.384095129,8.2325,7.803199416,6.872597915,54.311527,86.618645,76.208176,39562.67,1665.620685
LVA_2007,Latvia,2007,7.582079388,5.31796506,7.57493188,10,6.5,9,4,7.099607105,6.521618992,6.062269219,7.140935688,8.333333333,7.365316667,7.389792686,8.397615651,5.585974605,8.765785581,8.594979439,8.483815953,7.984346934,10,8.473865424,8.177688889,9.566666667,8.96,6.0064,7.937984769,7.550656924,8.325312614,10,7.77978804,10,6.923076923,6.416287196,7.853192296,9.666666667,10,10,9,7.022919743,5,4.340507647,8.373016894,6,8.423993919,10,6.869990478,3.476404242,5.260770975,9.408168596,8.37,7.832001138,6.872597915,59.257423,87.816917,77.503365,45376.87,2324.435318
LVA_2008,Latvia,2008,7.38394879,4.782352941,7.119891008,10,6.5,9,4,6.874090375,6.580121796,5.893968359,6.395254707,8.333333333,7.365316667,6.732294994,8.492111838,5.200321303,8.902555542,9.933630291,8.757231308,6.919360568,10,8.434571703,8.031555556,9.606666667,8.88,5.608,7.926943216,7.528573818,8.325312614,10,7.77978804,10,6.923076923,6.416287196,7.804204468,9.393121189,10,9.179363568,9,7.128166882,5,5.194868172,8.150139202,6,8.423993919,10,6.891325333,3.587488212,5.260770975,9.419121435,8.37,7.837973462,6.872597915,57.436234,87.447395,77.730194,47849.8,1260.233918
LVA_2009,Latvia,2009,7.050121253,4.65,5.583106267,10,6.5,9,4,6.748767553,6.611956249,5.82651086,5.453627421,8.333333333,7.379066667,6.732294994,8.548809551,5.104541346,8.89630575,8.770928058,7.519829633,9.294465308,10,8.446040052,8.223333333,9.44,8.94,6.29,7.781038833,6.922792021,8.639285646,10,7.77978804,10,6.923076923,6.416287196,7.716928795,9.152675552,10,8.458026655,9,7.156013346,3.333333333,5.386765999,7.822888904,8,8.393091839,10,6.842097487,3.435627926,5.260770975,9.419850667,8.37,7.850668009,6.715667345,48.141289,83.478912,68.214211,40885.18,'-20.839121978327
LVA_2010,Latvia,2010,6.904523682,5.176470588,5.596730245,9.731917575,5.5,8,3,6.811252803,6.756271297,5.984524519,5.216164148,8.333333333,7.576766667,6.280109394,9.002391251,5.340461818,8.932539694,9.22875834,6.719050295,9.782350143,10,8.401424541,8.340669778,9.632409333,8.98,6.4096,7.485240348,6.33119505,8.639285646,10,7.77978804,10,6.923076923,6.416287196,7.585496072,8.573166811,8,7.719500434,10,6.711382058,2.233333333,5.278038449,7.001744413,8,7.755176154,10,7.471939347,3.798915338,8.787878788,9.460423879,8.4975,7.537622756,6.749295324,47.062054,80.679451,65.073006,41751.07,420.090114
LVA_2011,Latvia,2011,6.961494279,5.035294118,6.261580381,8.993096896,6,9,3,6.79736253,6.908881665,6.061455018,5.399202275,8.333333333,7.599516667,5.526466726,9.002391251,5.547653308,8.975168543,9.950118022,6.826556149,9.124,10,8.371137714,8.274695683,9.65768705,8.94,6.2264,7.430067134,6.220848623,8.639285646,10,7.77978804,10,6.923076923,6.416287196,7.667322243,8.696812395,8,9.090437185,9,6.737849652,2.233333333,5.254150307,7.18443812,8,7.755176154,10,7.567304683,4.03954174,8.787878788,9.463575219,8.4975,7.574594538,7.040737812,48.480335,84.378738,66.800766,46188.61,1469.319605
LVA_2012,Latvia,2012,7.223352263,5.241176471,6.367847411,9.990237432,6,9,3,6.824212343,6.909338136,5.985346901,5.574202137,8.333333333,7.634516667,5.526466726,9.002391251,5.62810359,8.961917893,9.049221814,7.248449759,9.55,10,8.35504593,8.213111111,9.633333333,8.9,6.106,7.426242746,6.213199846,8.639285646,10,7.780829863,10,6.923076923,6.419412666,8.018784299,9.333333333,8,10,10,6.890396605,2.233333333,5.382516821,7.971353325,8,7.755176154,10,7.832622959,4.00442488,9.333333333,9.579834866,8.625,8.412406864,7.040737812,51.792015,86.206024,66.852325,47642.95,1113.11054
LVA_2013,Latvia,2013,7.259039627,5.214705882,6.250681199,9.622311053,6.5,9,4,6.947333777,7.095224762,5.897953377,5.985760295,8.333333333,7.668516667,5.526466726,9.002391251,6.069023807,9.175671912,7.953478436,8.749209211,10,10,8.35604235,8.252,9.64,8.9,6.216,7.391339535,6.143393425,8.639285646,10,7.780829863,10,6.923076923,6.419412666,8.016124083,9.132156525,8,9.396469574,10,6.917940616,2.233333333,5.219633292,8.299500915,8,7.755176154,10,7.998275109,4.056562877,9.333333333,9.561977275,8.7125,8.488677178,7.836599992,50.888634,85.222244,69.669395,48035.53,902.6948095
LVA_2014,Latvia,2014,7.255803957,5.202941176,6.277929155,9.590649452,6.5,9,4,7.013716023,7.18121644,6.050874028,6.197773802,8.333333333,7.720766667,5.526,9.030740107,6.069023807,9.288726708,8.437022369,8.839588317,9.878296146,10,8.78178637,8.432577778,9.813333333,8.94,6.5444,8.472277096,7.528573818,9.415980373,10,8.222290605,10,6.923076923,7.743794892,8.257222465,9.067333333,8,9.202,10,7.683363921,5,5.194868172,8.150139202,10,7.755176154,10,8.02097014,4.207584151,9.333333333,9.808152376,8.7125,8.227650987,7.836599992,54.105034,84.241226,71.281395,48936.77,895.5817965
LVA_2015,Latvia,2015,7.194027173,5.052941176,6.305177112,9.404517577,6.5,9,4,6.819758719,7.074683194,5.876584779,5.688981636,8.333333333,7.720766667,5.526466726,9.030740107,5.306513309,9.470722785,8.749972723,9.173240999,9.959677419,10,8.619524614,8.360586579,9.100559738,8.98,7.0012,7.89522127,6.374462166,9.415980373,10,8.222290605,10,6.923076923,7.743794892,8.490445407,9.753333333,10,9.26,10,7.635974368,5,4.63918318,8.421486871,10,7.755176154,10,8.08202852,3.835651466,9.333333333,9.808152376,8.8825,8.521305452,8.11122849,56.425018,85.839233,71.82473,51195.28,738.7687188
LVA_2016,Latvia,2016,7.282570684,4.976470588,6.228882834,10,6.5,9,4,6.702864406,6.879160281,5.788478907,5.061287085,8.333333333,7.569516667,5.526466726,9.030740107,5.433932145,9.323349908,7.845655558,9.474564075,9.97318,10,8.635522398,8.266133333,9,8.96,6.8384,8.053665655,6.691350937,9.415980373,10,8.222290605,10,6.923076923,7.743794892,8.147398027,9.095070469,10,9.285211406,8,7.557666555,5,4.164066315,8.426756858,10,7.755176154,10,7.789457058,3.182594378,9.111111111,9.805001036,8.74,7.786807332,8.11122849,58.827591,87.164864,71.16552,52819.73,254.3403738
LVA_2017,Latvia,2017,7.16467487,4.929411765,6.239782016,9.446680571,6.5,9,4,6.794031654,6.89814085,5.851241926,5.384794871,8.333333333,7.668516667,5.526466726,9.030740107,5.659018755,9.085085306,7.393060719,9.533353131,9.413927375,10,8.710937021,8.225066667,9,8.98,6.6952,8.138264315,6.860548258,9.415980373,10,8.480417101,10,6.923076923,8.518174381,8.250678278,9.239800032,10,9.719400097,8,7.541083582,5,4.179739356,8.311585983,10,7.755176154,10,7.97115122,3.476886947,9.111111111,9.807101929,9.12,7.786807332,8.525,61.445526,87.564568,72.896797,55545.39,743.9972946
LVA_2018,Latvia,2018,6.410664979,4.944117647,6.332425068,7.391782179,4.5,7,2,7.003894836,6.991705335,6.123922763,6.177357038,8.3,7.68535,5.526466726,9.030740107,6.195616722,9.273152111,8.27279543,9.326703016,9.49311,10,8.672377347,8.116444444,9.133333333,8.96,6.256,8.092647843,6.761918863,9.423376823,10,8.480417101,10,6.923076923,8.518174381,8.271427171,9.239800032,10,9.719400097,8,7.641955205,5,5.063736438,8.032818635,10,7.755176154,10,7.932526275,4.252677362,9.111111111,9.808152376,8.525,7.786988311,8.11122849,61.97654,89.074181,75.128372,58364.61,960.69869
LVA_2019,Latvia,2019,6.404050065,4.435294118,6.155313351,7.817142857,5.5,7,4,6.995052377,6.868872002,6.157516419,6.177357038,8.333333333,7.670516667,5.526466726,9.030740107,6.195616722,9.309865199,8.466915626,9.33482701,9.43771816,10,8.712081621,8.201511111,9.133333333,8.98,6.4912,8.092647843,6.761918863,9.423376823,10,8.554167529,10,6.923076923,8.739425664,8.263957735,9.274475058,10,9.823425174,8,7.641955205,5,5.063736438,8.032818635,10,7.755176154,10,7.875442942,4.252677362,9.111111111,9.808152376,8.1825,7.786988311,8.11122849,64.924088,89.259491,75.146317,59795.53,926.9002575
LVA_2020,Latvia,2020,6.196130573,3.982352941,5.762942779,7.622857143,5.5,7,4,7.055730665,6.947705335,6.010459392,6.177357038,8.333333333,8.224166667,5.526466726,9.030740107,6.195616722,9.19271681,7.531404307,9.283262933,9.9562,10,8.358124322,8.030533333,8.6,8.98,6.5116,8.092647843,6.761918863,9.423376823,10,7.30931611,10,6.923076923,5.004871408,8.062386141,8.817908424,10,8.453725271,8,7.641955205,5,5.063736438,8.032818635,10,7.755176154,10,7.727294794,4.252677362,8.222222222,9.808152376,8.1825,7.786988311,8.11122849,64.772354,86.765167,75.520607,61750.16,1003.988604
LTU_2005,Lithuania,2005,7.061842798,5.778151318,6.83106267,10,4.5,7,2,7.01395033,6.754575641,5.979752584,6.512345679,8.333333333,6.833333333,7.448020609,9.713204421,4.537037037,8.834953435,6.961771627,8.909538177,9.468503937,10,8.320332057,8.393422222,9.586666667,9.46,6.1336,7.369957288,6.100628931,8.639285646,10,7.517948718,10,6.153846154,6.4,7.307701423,9.702485923,10,9.10745777,10,5.458294836,6.7,3.549382716,8.281573499,4,7.218812798,3,6.762323511,3.343621399,4.805996473,8.978166947,7.26,8.04690444,8.139251806,46.317135,87.520042,74.779411,58385.73,1133.917475
LTU_2006,Lithuania,2006,6.903750027,5.397058824,6.773841962,9.647849352,4.5,7,2,7.141600054,6.89639952,6.049273539,6.885478276,8.333333333,6.877333333,7.448020609,9.713204421,4.929757401,8.775351491,7.19369635,8.674727829,9.232981783,10,8.285560989,8.219555556,9.606666667,8.92,6.132,7.399310618,6.15933559,8.639285646,10,7.523377783,10,6.153846154,6.416287196,7.349997566,9.931592145,10,9.794776436,10,5.418140911,6.7,3.428388264,8.161644407,4,7.218812798,3,6.700259642,4.134195727,3.549382716,8.98459015,7.26,8.134137454,8.139251806,46.597855,89.12191,74.901802,62703.67,2024.475963
LTU_2007,Lithuania,2007,6.989014885,5.751169028,6.596730245,8.897175151,5.5,8,3,7.230111678,6.981432027,5.987553654,6.870402372,8.333333333,6.884333333,7.448020609,9.778946669,5.556871429,8.796973494,7.815689736,8.51563299,8.856571253,10,8.30722287,8.177688889,9.566666667,8.96,6.0064,7.527824807,6.416363968,8.639285646,10,7.523377783,10,6.153846154,6.416287196,7.13885019,9.20033792,10,8.601013761,9,5.525771897,6.7,4.047756207,8.188062375,4,7.218812798,3,6.690440754,4.094260105,3.549382716,9.021510022,7.26,8.078239875,8.139251806,49.111763,89.445465,75.80204,70360.12,2289.869952
LTU_2008,Lithuania,2008,6.835336262,5.097058824,6.100817439,8.278805048,6.5,9,4,7.002150194,6.982673136,5.8990413,5.877291168,8.333333333,6.884333333,6.958152875,9.778946669,5.303429735,9.044427145,9.52756203,8.838130868,7.812015681,10,8.212721904,8.031555556,9.606666667,8.88,5.608,7.496351452,6.353417258,8.639285646,10,7.32298061,9.398808479,6.153846154,6.416287196,6.412778749,7.111609669,10,2.334829006,9,5.591891269,6.7,4.42991829,8.202616527,4,7.218812798,3,6.534835309,3.116040216,3.549382716,9.040398154,7.26,8.103938963,8.139251806,42.214924,88.930702,74.197197,74603.48,1790.482456
LTU_2009,Lithuania,2009,6.452300994,4.658823529,4.748626389,7.154055052,7.5,10,5,6.905159324,6.778605602,5.887945303,5.558696411,8.333333333,6.962083333,6.958152875,9.680333298,5.082124439,9.155141625,9.424709687,8.085001359,9.110855452,10,7.930926979,8.223333333,9.44,8.94,6.29,7.403432373,6.105135098,8.701729648,10,6.096942212,8.797616363,3.076923077,6.416287196,6.755460921,6.666666667,10,0,10,7.107410474,5,3.860974611,8.193850477,8,7.589637758,10,6.492305621,2.805590693,3.549382716,9.147870004,7.26,8.152622446,8.038367868,38.560547,86.935135,68.311424,64569.63,'-448.12447902195
LTU_2010,Lithuania,2010,6.272004012,4.832352941,5.346049046,5.981618071,7,10,4,6.955322575,6.800665839,6.062793985,5.580107767,8.333333333,6.962083333,6.958152875,9.680333298,5.265110167,9.365305304,9.756329719,7.968463488,9.736428009,10,7.895764309,8.340669778,9.632409333,8.98,6.4096,7.34584242,5.84366818,8.84801666,10,5.896545038,8.196424842,3.076923077,6.416287196,7.198927357,6.666666667,10,0,10,7.423756545,8.333333333,3.660325839,8.290253177,8,6.258626923,10,7.506358858,2.942425481,9.090909091,9.149181403,7.26,8.557269304,8.038367868,31.624071,86.695938,63.374794,69928.69,1019.602649
LTU_2011,Lithuania,2011,6.715466235,5.029411765,5.841144414,7.506774994,7,10,4,6.98458022,6.792771088,6.118837974,5.490232698,8.333333333,6.962083333,6.958152875,9.680333298,5.540897158,9.248516046,9.8334644,7.986599785,9.174,10,7.872055221,8.274695683,9.65768705,8.94,6.2264,7.517377334,6.124294007,8.910460662,10,5.696147865,7.595233321,3.076923077,6.416287196,7.219583209,6.666666667,10,0,10,7.418950066,8.333333333,3.753781568,8.167958568,8,6.258626923,10,7.573132896,3.240962317,9.090909091,9.245497451,7.26,8.563060648,8.038367868,32.948956,88.284607,66.034286,77664.14,1800.612217
LTU_2012,Lithuania,2012,6.956331615,5.37013492,6.061792893,8.149730262,7,10,4,6.906477745,6.83771746,5.952022184,5.405717172,8.333333333,6.867083333,6.769742208,9.689782916,5.396423354,8.87834317,8.725065177,8.154307501,8.634,10,7.741037011,8.213111111,9.633333333,8.9,6.106,7.254244616,5.744315583,8.76417365,10,5.496792316,6.994041204,3.076923077,6.419412666,7.742232185,7.944241688,10,3.832725063,10,7.374968649,8.333333333,3.460831112,8.197020527,8,6.258626923,10,7.907486217,3.411867299,9.777777778,9.782438524,7.26,9.174465832,8.038367868,36.003731,88.219864,67.547142,81785.58,802.3907455
LTU_2013,Lithuania,2013,7.194671405,5.552491649,6.251156873,8.969708505,7,10,4,6.924634243,6.827067957,5.84972132,5.413743021,8.333333333,7.001333333,6.769742208,9.689782916,5.512349854,9.144900111,7.953799014,8.841623182,9.784178247,10,7.746145167,8.252,9.64,8.9,6.216,6.979378097,5.194582545,8.76417365,10,5.753202572,6.994041204,3.846153846,6.419412666,8.333312666,9.637771326,10,8.913313978,10,7.356431939,8.333333333,3.296519207,8.250112168,8,6.258626923,10,8.005734735,3.355276632,9.777777778,9.880589012,7.5475,9.434897119,8.038367868,38.94894,88.598808,68.361069,83728.19,573.6227267
LTU_2014,Lithuania,2014,7.276206863,5.529411765,6.401645823,9.249976727,7,10,4,6.975537485,6.944348709,6.075474605,5.477677127,8.333333333,7.001333333,6.77,9.689782916,5.512349854,9.409619275,8.425843458,9.233932469,9.978701173,10,8.166298314,8.432577778,9.813333333,8.94,6.5444,8.037952165,6.353417258,9.722487073,10,6.194663314,6.994041204,3.846153846,7.743794892,8.574101301,9.859333333,10,9.578,10,7.869789852,8.333333333,4.42991829,8.202616527,10,6.252870964,10,7.993180717,3.429834416,9.777777778,9.881639459,7.5475,9.239127476,8.083205174,48.12862,89.392021,69.656227,85449.47,'-133.22276767945
LTU_2015,Lithuania,2015,7.184370995,5.414705882,6.365568148,8.941580944,7,10,4,7.038882305,7.156332655,6.088967797,5.61966789,8.333333333,7.001333333,6.242192341,9.670883679,6.19834741,9.409066146,8.696691673,9.115376816,9.824196094,10,8.343430922,8.3604,9.1,8.98,7.0012,7.592621976,5.462756879,9.722487073,10,7.420701712,7.595233321,6.923076923,7.743794892,8.144266041,9.859,10,9.577,10,6.568843785,8.333333333,3.710885915,8.110216541,10,6.258626923,3,8.004954339,3.631062727,9.777777778,9.751052879,7.5475,9.239127476,8.083205174,50.018356,89.636765,71.00312,87011.98,1054.819745
LTU_2016,Lithuania,2016,7.379317936,5.520588235,6.324250681,9.851750765,7,10,4,7.021685223,7.235919348,6.009284813,5.5707105,8.333333333,6.904583333,6.242192341,9.670883679,6.20657444,9.340337377,7.960775313,9.581574194,9.819,10,8.387655508,8.266133333,9,8.96,6.8384,7.663389812,5.604292552,9.722487073,10,7.621098886,8.196424842,6.923076923,7.743794892,8.173211843,9.84572855,10,9.53718565,10,6.578804159,8.333333333,3.706353108,8.174511592,10,6.258626923,3,8.095102819,3.432486057,9.555555556,9.754331377,7.3575,9.695923309,8.774820617,49.252579,91.005623,72.594543,89698.24,302.3111799
LTU_2017,Lithuania,2017,7.380193566,5.65,6.408719346,9.642248482,7,10,4,7.060123481,7.300992143,6.028446001,5.669442813,8.333333333,6.775083333,6.242192341,9.670883679,6.460614204,9.022321461,7.450216449,9.383663736,9.255405658,10,8.476285614,8.225066667,9,8.98,6.6952,7.727099979,5.687926213,9.766273744,10,7.95297581,8.196424842,6.923076923,8.739425664,8.245251143,10,10,10,10,6.692503488,8.333333333,4.037996133,8.280240695,8,8.503450769,3,8.04324994,3.354479074,10,9.761283121,8.074,9.712237446,7.3575,52.07909,90.661789,73.441284,95654.7,1018.611205
LTU_2018,Lithuania,2018,7.329737535,5.567647059,6.114441417,9.766599201,7,10,4,7.184319635,7.193881409,6.148411997,6.198189258,8.3,6.76525,6.242192341,9.670883679,6.955748398,9.25388277,8.228903387,9.324627692,9.462,10,8.559093279,8.116444444,9.133333333,8.96,6.256,7.966555689,6.155062517,9.778048861,10,8.153372983,8.797616363,6.923076923,8.739425664,8.29856156,10,10,10,10,6.670918683,7.233333333,4.974863927,8.313864072,8,8.503450769,3,8.224765997,3.799765905,9.777777778,9.766200868,7.3575,9.712237446,8.935113986,55.125961,91.048744,75.150528,98085.15,976.0297415
